Game Number,Date,Home Team,Home Money Line,Home Spread,Home Score,Home W/L,Home Covered,Away Team,Away Money Line,Away Spread,Away Score,Away W/L,Away Covered,Total,Total Covered
261,2021-11-22,Utah,-555,-9.5,118,L,N,Memphis,395,9.5,119,W,Y,222.5,over
262,2021-11-22,Sacramento,-145,-2.5,94,L,N,Philadelphia,125,2.5,102,W,Y,216.5,under
263,2021-11-23,Detroit,335,9.5,92,L,Y,Miami,-455,-9.5,100,W,N,208.0,under
264,2021-11-23,New York,-240,-3.5,106,W,Y,Los Angeles Lakers,200,3.5,100,L,N,214.5,under
265,2021-11-23,Portland,-245,-5.5,119,W,Y,Denver,205,5.5,100,L,N,212.5,over
266,2021-11-23,Los Angeles Clippers,-182,-4.5,104,L,N,Dallas,148,4.5,112,W,Y,207.0,over
267,2021-11-24,Cleveland,220,7.0,115,L,Y,Phoenix,-270,-7.0,120,W,N,209.0,over
268,2021-11-24,Indiana,-125,-1.5,116,L,N,Los Angeles Lakers,105,1.5,124,W,Y,218.5,over
269,2021-11-24,Orlando,255,7.5,99,L,Y,Charlotte,-310,-7.5,106,W,N,219.5,under
270,2021-11-24,Boston,100,1.0,104,L,N,Brooklyn,-120,-1.0,123,W,Y,215.5,over
271,2021-11-24,Houston,330,8.5,118,W,Y,Chicago,-445,-8.5,113,L,N,213.5,over
272,2021-11-24,Milwaukee,-1900,-14.5,114,W,Y,Detroit,900,14.5,93,L,N,214.5,under
273,2021-11-24,Minnesota,110,2.0,113,W,Y,Miami,-130,-2.0,101,L,N,212.5,over
274,2021-11-24,New Orleans,140,3.5,127,W,Y,Washington,-165,-3.5,102,L,N,209.0,over
275,2021-11-24,Oklahoma City,700,12.5,104,L,Y,Utah,-1200,-12.5,110,W,N,209.0,over
276,2021-11-24,Memphis,-165,-3.5,113,L,N,Toronto,140,3.5,126,W,Y,221.5,over
277,2021-11-24,San Antonio,145,4.0,106,L,N,Atlanta,-170,-4.0,124,W,Y,221.5,over
278,2021-11-24,Golden State,-665,-10.5,116,W,Y,Philadelphia,450,10.5,96,L,N,218.5,under
279,2021-11-24,Sacramento,125,2.5,125,W,Y,Portland,-145,-2.5,121,L,N,224.0,over
280,2021-11-26,Los Angeles Clippers,-530,-10.0,107,W,Y,Detroit,390,10.0,96,L,N,206.5,under
281,2021-11-26,Charlotte,-135,-3.0,133,W,Y,Minnesota,115,3.0,115,L,N,224.5,over
282,2021-11-26,New York,125,3.0,97,L,N,Phoenix,-145,-3.0,118,W,Y,216.5,under
283,2021-11-26,Orlando,320,8.5,88,L,N,Chicago,-430,-8.5,123,W,Y,213.5,under
284,2021-11-26,Indiana,-170,-3.5,114,W,Y,Toronto,145,3.5,97,L,N,213.5,under
285,2021-11-26,Memphis,-115,-2.0,100,L,N,Atlanta,-105,2.0,132,W,Y,224.5,over
286,2021-11-26,Oklahoma City,270,7.5,99,L,Y,Washington,-340,-7.5,101,W,N,208.5,under
287,2021-11-26,San Antonio,125,2.5,96,W,Y,Boston,-145,-2.5,88,L,N,216.0,under
288,2021-11-26,Denver,140,3.5,109,L,N,Milwaukee,-165,-3.5,120,W,Y,213.5,over
289,2021-11-26,Utah,-750,-12.0,97,L,N,New Orleans,500,12.0,98,W,Y,213.0,under
290,2021-11-26,Golden State,-260,-6.0,118,W,Y,Portland,215,6.0,103,L,N,224.0,under
291,2021-11-26,Los Angeles Lakers,-340,-7.5,137,L,N,Sacramento,270,7.5,141,W,Y,214.5,over
292,2021-11-27,Philadelphia,-195,-4.5,120,L,N,Minnesota,165,4.5,121,W,Y,218.5,over
293,2021-11-27,Atlanta,-195,-4.0,90,L,N,New York,165,4.0,99,W,Y,218.0,under
294,2021-11-27,Brooklyn,-135,-3.0,107,L,N,Phoenix,115,3.0,113,W,Y,219.0,over
295,2021-11-27,Cleveland,-340,-7.5,105,W,Y,Orlando,270,7.5,92,L,N,203.5,under
296,2021-11-27,Chicago,100,1.0,104,L,N,Miami,-120,-1.0,107,W,Y,212.0,under
297,2021-11-27,Houston,180,5.5,146,W,Y,Charlotte,-220,-5.5,143,L,N,222.0,over
298,2021-11-27,Dallas,-340,-7.5,114,L,N,Washington,270,7.5,120,W,Y,210.5,over
299,2021-11-27,Utah,-1000,-13.0,127,W,Y,New Orleans,625,13.0,105,L,N,217.0,over
300,2021-11-28,Los Angeles Clippers,106,2.0,90,L,N,Golden State,-129,-2.0,105,W,Y,216.0,under
301,2021-11-28,Indiana,125,3.5,100,L,N,Milwaukee,-145,-3.5,118,W,Y,217.5,over
302,2021-11-28,Toronto,-130,-2.0,97,L,N,Boston,110,2.0,109,W,Y,209.5,under
303,2021-11-28,Memphis,-115,-1.0,128,W,Y,Sacramento,-105,1.0,101,L,N,225.5,over
304,2021-11-28,Los Angeles Lakers,-605,-10.0,110,W,N,Detroit,420,10.0,106,L,Y,216.5,under
305,2021-11-29,Philadelphia,-1500,-15.5,101,W,N,Orlando,775,15.5,96,L,Y,208.5,under
306,2021-11-29,Miami,-330,-7.5,111,L,N,Denver,265,7.5,120,W,Y,207.5,over
307,2021-11-29,Chicago,-210,-5.5,133,W,Y,Charlotte,175,5.5,119,L,N,225.0,over
308,2021-11-29,Houston,-140,-2.0,102,W,Y,Oklahoma City,120,2.0,89,L,N,214.5,under
309,2021-11-29,Minnesota,-170,-4.0,100,W,N,Indiana,145,4.0,98,L,Y,217.5,under
310,2021-11-29,Dallas,-230,-5.5,96,L,N,Cleveland,190,5.5,114,W,Y,207.0,over
311,2021-11-29,San Antonio,135,3.5,116,W,Y,Washington,-160,-3.5,99,L,N,214.5,over
312,2021-11-29,Utah,-320,-7.5,129,W,Y,Portland,260,7.5,107,L,N,223.0,over
313,2021-11-29,Los Angeles Clippers,-420,-9.0,104,L,N,New Orleans,320,9.0,123,W,Y,207.5,over
314,2021-11-30,Brooklyn,-240,-6.0,112,W,N,New York,200,6.0,110,L,Y,217.0,over
315,2021-11-30,Toronto,-175,-4.5,91,L,N,Memphis,150,4.5,98,W,Y,219.5,under
316,2021-11-30,Phoenix,-145,-2.5,104,W,Y,Golden State,125,2.5,96,L,N,220.0,under
317,2021-11-30,Portland,-500,-9.5,110,W,Y,Detroit,360,9.5,92,L,N,216.0,under
318,2021-11-30,Sacramento,155,4.0,92,L,N,Los Angeles Lakers,-180,-4.0,117,W,Y,227.0,under
319,2021-12-01,Indiana,-115,-1.5,111,L,N,Atlanta,-105,1.5,114,W,Y,217.5,over
320,2021-12-01,Orlando,335,8.5,108,W,Y,Denver,-455,-8.5,103,L,N,207.5,over
321,2021-12-01,Washington,-165,-3.0,115,W,Y,Minnesota,140,3.0,107,L,N,216.5,over
322,2021-12-01,Boston,-200,-2.5,88,W,N,Philadelphia,170,2.5,87,L,Y,210.5,under
323,2021-12-01,Miami,-320,-7.5,85,L,N,Cleveland,260,7.5,111,W,Y,204.5,under
324,2021-12-01,Milwaukee,-370,-8.5,127,W,N,Charlotte,285,8.5,125,L,Y,230.0,over
325,2021-12-01,New Orleans,135,3.5,107,L,N,Dallas,-160,-3.5,139,W,Y,213.5,over
326,2021-12-01,Oklahoma City,-150,-3.5,110,L,N,Houston,130,3.5,114,W,Y,211.5,over
327,2021-12-01,Los Angeles Clippers,-305,-7.5,115,L,N,Sacramento,240,7.5,124,W,Y,215.5,over
328,2021-12-02,New York,115,2.0,115,L,N,Chicago,-135,-2.0,119,W,Y,213.5,over
329,2021-12-02,Toronto,160,4.5,97,W,Y,Milwaukee,-185,-4.5,93,L,N,213.5,under
330,2021-12-02,Memphis,-455,-9.5,152,W,Y,Oklahoma City,335,9.5,79,L,N,215.0,over
331,2021-12-02,Phoenix,-1100,-13.0,114,W,N,Detroit,650,13.0,103,L,Y,210.5,over
332,2021-12-02,Portland,-170,-3.5,83,L,N,San Antonio,145,3.5,114,W,Y,221.5,under
333,2021-12-03,Indiana,-220,-5.5,104,L,N,Miami,180,5.5,113,W,Y,208.5,over
334,2021-12-03,Washington,-180,-4.0,101,L,N,Cleveland,155,4.0,116,W,Y,208.0,over
335,2021-12-03,Atlanta,-125,-1.5,96,L,N,Philadelphia,105,1.5,98,W,Y,213.0,under
336,2021-12-03,Brooklyn,-340,-7.0,110,W,N,Minnesota,270,7.0,105,L,Y,219.5,under
337,2021-12-03,Houston,-145,-2.5,118,W,N,Orlando,125,2.5,116,L,Y,214.5,over
338,2021-12-03,Dallas,-320,-7.5,91,L,N,New Orleans,260,7.5,107,W,Y,218.5,under
339,2021-12-03,Utah,-420,-8.5,137,W,N,Boston,315,8.5,130,L,Y,213.5,over
340,2021-12-03,Golden State,-310,-7.0,118,W,Y,Phoenix,255,7.0,96,L,N,215.5,under
341,2021-12-03,Los Angeles Lakers,-115,-1.0,115,L,N,Los Angeles Clippers,-107,1.0,119,W,Y,215.5,over
342,2021-12-04,New York,-130,-1.5,99,L,N,Denver,110,1.5,113,W,Y,210.5,over
343,2021-12-04,Brooklyn,-150,-3.0,107,L,N,Chicago,130,3.0,111,W,Y,220.0,under
344,2021-12-04,Milwaukee,-250,-5.5,124,W,Y,Miami,210,5.5,102,L,N,215.5,over
345,2021-12-04,Dallas,-210,-5.5,90,L,N,Memphis,175,5.5,97,W,Y,217.0,under
346,2021-12-04,Golden State,-420,-10.0,107,L,N,San Antonio,315,10.0,112,W,Y,219.5,under
347,2021-12-04,Portland,105,1.5,117,L,N,Boston,-125,-1.5,145,W,Y,217.5,over
348,2021-12-04,Sacramento,102,1.5,104,W,Y,Los Angeles Clippers,-124,-1.5,99,L,N,216.0,under
349,2021-12-05,Cleveland,170,5.0,108,L,Y,Utah,-200,-5.0,109,W,N,211.0,over
350,2021-12-05,Atlanta,-350,-7.5,127,L,N,Charlotte,275,7.5,130,W,Y,224.5,over
351,2021-12-05,Toronto,-125,-1.5,102,W,Y,Washington,105,1.5,90,L,N,212.5,under
352,2021-12-05,Houston,130,3.0,118,W,Y,New Orleans,-150,-3.0,108,L,N,223.0,over
353,2021-12-06,Charlotte,220,6.5,124,L,Y,Philadelphia,-270,-6.5,127,W,N,218.5,over
354,2021-12-06,Detroit,-200,-4.5,103,L,N,Oklahoma City,170,4.5,114,W,Y,206.5,over
355,2021-12-06,Indiana,-225,-5.5,116,W,Y,Washington,185,5.5,110,L,N,212.5,over
356,2021-12-06,Miami,-195,-4.5,90,L,N,Memphis,165,4.5,105,W,Y,215.5,under
357,2021-12-06,Chicago,-180,-4.0,109,W,Y,Denver,155,4.0,97,L,N,214.0,under
358,2021-12-06,Milwaukee,-310,-7.5,112,W,Y,Cleveland,255,7.5,104,L,N,213.5,over
359,2021-12-06,Minnesota,-130,-1.5,110,L,N,Atlanta,110,1.5,121,W,Y,219.5,over
360,2021-12-06,Phoenix,-320,-7.5,108,W,N,San Antonio,260,7.5,104,L,Y,218.5,under
361,2021-12-06,Golden State,-1400,-14.5,126,W,Y,Orlando,750,14.5,95,L,N,215.5,over
362,2021-12-06,Portland,110,2.5,90,L,N,Los Angeles Clippers,-134,-2.5,102,W,Y,215.5,under
363,2021-12-07,Dallas,135,3.0,99,L,p,Brooklyn,-160,-3.0,102,W,p,215.5,under
364,2021-12-07,San Antonio,120,2.5,109,L,N,New York,-140,-2.5,121,W,Y,212.0,over
365,2021-12-07,Los Angeles Lakers,-150,-2.5,117,W,Y,Boston,130,2.5,102,L,N,217.5,over
366,2021-12-08,Charlotte,200,7.0,106,L,Y,Philadelphia,-240,-7.0,110,W,N,217.5,under
367,2021-12-08,Cleveland,-140,-2.5,115,W,Y,Chicago,120,2.5,92,L,N,209.5,under
368,2021-12-08,Detroit,180,6.0,116,L,Y,Washington,-220,-6.0,119,W,N,208.0,over
369,2021-12-08,Indiana,-195,-4.5,122,W,Y,New York,165,4.5,102,L,N,212.5,over
370,2021-12-08,Miami,215,6.5,113,W,Y,Milwaukee,-260,-6.5,104,L,N,216.5,over
371,2021-12-08,Toronto,-300,-7.0,109,L,N,Oklahoma City,250,7.0,110,W,Y,208.0,over
372,2021-12-08,Houston,205,6.5,114,W,Y,Brooklyn,-245,-6.5,104,L,N,225.0,under
373,2021-12-08,Memphis,-185,-4.5,96,L,N,Dallas,160,4.5,104,W,Y,215.5,under
374,2021-12-08,Minnesota,360,9.5,104,L,N,Utah,-400,-9.5,136,W,Y,220.5,over
375,2021-12-08,New Orleans,120,1.5,114,L,N,Denver,-140,-1.5,120,W,Y,215.0,over
376,2021-12-08,Golden State,-1500,-13.5,104,W,N,Portland,775,13.5,94,L,Y,217.5,under
377,2021-12-08,Sacramento,-380,-7.0,142,W,Y,Orlando,290,7.0,130,L,N,220.0,over
378,2021-12-08,Los Angeles Clippers,-148,-3.0,114,W,p,Boston,120,3.0,111,L,p,212.5,over
379,2021-12-09,Philadelphia,140,3.5,96,L,N,Utah,-165,-3.5,118,W,Y,217.5,under
380,2021-12-09,Memphis,140,3.0,108,W,Y,Los Angeles Lakers,-165,-3.0,95,L,N,221.0,under
381,2021-12-09,San Antonio,100,1.5,123,W,Y,Denver,-120,-1.5,111,L,N,214.5,over
382,2021-12-10,Charlotte,-105,1.5,124,W,Y,Sacramento,-115,-1.5,123,L,N,228.0,over
383,2021-12-10,Indiana,-125,-1.5,106,W,Y,Dallas,105,1.5,93,L,N,213.5,under
384,2021-12-10,Atlanta,-125,-1.0,105,L,N,Brooklyn,105,1.0,113,W,Y,224.0,under
385,2021-12-10,Toronto,-125,-1.5,90,W,Y,New York,105,1.5,87,L,N,209.5,under
386,2021-12-10,Houston,320,7.5,114,L,N,Milwaukee,-430,-7.5,123,W,Y,225.0,over
387,2021-12-10,Minnesota,-120,-1.0,106,L,N,Cleveland,100,1.0,123,W,Y,212.5,over
388,2021-12-10,New Orleans,-230,-6.0,109,W,Y,Detroit,190,6.0,93,L,N,212.5,under
389,2021-12-10,Oklahoma City,200,5.5,95,L,N,Los Angeles Lakers,-240,-5.5,116,W,Y,215.5,under
390,2021-12-10,Phoenix,-235,-5.5,111,W,Y,Boston,195,5.5,90,L,N,216.5,under
391,2021-12-11,Los Angeles Clippers,-375,-8.5,106,W,N,Orlando,285,8.5,104,L,Y,210.5,under
392,2021-12-11,Washington,165,5.0,98,L,N,Utah,-195,-5.0,123,W,Y,218.5,over
393,2021-12-11,Cleveland,-280,-6.5,117,W,Y,Sacramento,230,6.5,103,L,N,216.5,over
394,2021-12-11,Miami,-115,-1.0,118,W,Y,Chicago,-105,1.0,92,L,N,211.5,under
395,2021-12-11,Memphis,-380,-8.5,113,W,N,Houston,290,8.5,106,L,Y,222.0,under
396,2021-12-11,Philadelphia,105,1.5,102,W,Y,Golden State,-125,-1.5,93,L,N,214.5,under
